v0,softq_loss,value_loss,gp_loss,chi2_loss,regularize_loss,total_loss,loss/actor,actor_loss/target_entropy,actor_loss/entropy,alpha_loss/loss,alpha_loss/value
-1.3104820251464844,0.04055215045809746,-0.07293838262557983,8.865408897399902,0.001151829375885427,0.004940851591527462,8.839116096496582,,,,,
-1.6210668087005615,0.39232587814331055,-0.4339349865913391,8.59001636505127,0.09584901481866837,0.11135440319776535,8.755611419677734,1.802428126335144,-1.0,-2.313633918762207,-0.013136337511241436,0.010001000049240353
-1.9241551160812378,0.5625228881835938,-0.5866406559944153,8.452205657958984,0.19624486565589905,0.2115711122751236,8.835904121398926,,,,,
-1.8215538263320923,0.45258408784866333,-0.5066307187080383,8.505919456481934,0.12239468842744827,0.1639416515827179,8.738208770751953,1.7417396306991577,-1.0,-2.4698424339294434,-0.014699891209602356,0.01000200154860831
-1.4691076278686523,0.24520501494407654,-0.29424017667770386,8.585298538208008,0.03558288887143135,0.053625836968421936,8.625472068786621,,,,,
-1.4367598295211792,0.12856946885585785,-0.14736276865005493,8.614288330078125,0.010244558565318584,0.011084184050559998,8.61682415008545,1.3693020343780518,-1.0,-2.225994825363159,-0.012262402102351189,0.010002996514634708
-1.3748242855072021,0.07410849630832672,-0.09983216226100922,8.533899307250977,0.004297918640077114,0.006375494413077831,8.51884937286377,,,,,
-1.319151759147644,0.0707324892282486,-0.09657806158065796,8.44450569152832,0.003973493352532387,0.005830267909914255,8.42846393585205,1.5063037872314453,-1.0,-2.3389534950256348,-0.01339354645460844,0.010003993084060653
-1.415710687637329,0.1155899167060852,-0.12723733484745026,8.265447616577148,0.010436415672302246,0.013311302289366722,8.277547836303711,,,,,
-1.4813152551651,0.18075363337993622,-0.20066970586776733,8.151494026184082,0.022311881184577942,0.0350164920091629,8.188905715942383,1.6008670330047607,-1.0,-2.259002923965454,-0.012595058418810368,0.010004987677199588
-1.478902816772461,0.21954703330993652,-0.24373608827590942,7.93130350112915,0.031426094472408295,0.04464411735534668,7.983184814453125,,,,,
-1.4896153211593628,0.24643179774284363,-0.27369874715805054,7.787106513977051,0.04288076236844063,0.056410908699035645,7.859130859375,1.6417747735977173,-1.0,-2.1099398136138916,-0.011104934848845005,0.010005973907576262
-1.5579569339752197,0.2823883891105652,-0.2888738512992859,7.569149017333984,0.054122962057590485,0.06522516161203384,7.682011604309082,,,,,
-1.4927942752838135,0.29156455397605896,-0.2821410298347473,7.457710266113281,0.05611132085323334,0.06934282183647156,7.592587947845459,1.4546397924423218,-1.0,-1.9794373512268066,-0.00980022456496954,0.010006946768810358
-1.3882249593734741,0.18289457261562347,-0.23250240087509155,7.285053253173828,0.0267019122838974,0.07942752540111542,7.3415751457214355,,,,,
-1.362951636314392,0.17396730184555054,-0.20105725526809692,7.015119552612305,0.03281624615192413,0.06271959096193314,7.083565711975098,1.5530083179473877,-1.0,-2.268928050994873,-0.012698096223175526,0.01000792537613543
-1.443864345550537,0.14264915883541107,-0.13529594242572784,6.912874221801758,0.03000464104115963,0.04795030504465103,6.99818229675293,,,,,
-1.3958407640457153,0.08378060162067413,-0.11371219158172607,6.734167098999023,0.02873147651553154,0.06519713252782822,6.798163890838623,1.4020044803619385,-1.0,-2.251023054122925,-0.012520145624876022,0.01000890762410826
-1.3642807006835938,0.08962064981460571,-0.05851967632770538,6.528277397155762,0.046468086540699005,0.05610072985291481,6.661947250366211,,,,,
-1.1737394332885742,0.03871506452560425,-0.05409461632370949,6.355839252471924,0.034451939165592194,0.06948427110910416,6.444396018981934,1.3206790685653687,-1.0,-1.9947271347045898,-0.00995613168925047,0.010009879395937732
-1.1391679048538208,0.06890780478715897,0.022090930491685867,6.09044075012207,0.04057897999882698,0.045909393578767776,6.267927646636963,,,,,
-1.2254102230072021,0.0642552375793457,-0.027634937316179276,5.970072269439697,0.034880381077528,0.059411920607089996,6.100984573364258,1.3168668746948242,-1.0,-1.6921453475952148,-0.006928290706127882,0.010010821662215511
-1.3521857261657715,0.17552001774311066,-0.07430172711610794,5.782411098480225,0.05767514556646347,0.05898324400186539,6.000288009643555,,,,,
-1.4069106578826904,0.18009227514266968,-0.10589072108268738,5.544342994689941,0.06326092034578323,0.08418650925159454,5.765992164611816,1.4607685804367065,-1.0,-2.0723819732666016,-0.010735425166785717,0.010011765895661908
-1.3388382196426392,0.14600934088230133,-0.06203501671552658,5.404815196990967,0.058099064975976944,0.07800722867250443,5.624896049499512,,,,,
-1.2615272998809814,0.15831710398197174,-0.04622853547334671,5.243498802185059,0.057191379368305206,0.06324181705713272,5.476020812988281,1.3478386402130127,-1.0,-1.893075704574585,-0.00894126482307911,0.010012700775543922
-1.4107544422149658,0.22031237185001373,-0.04625825211405754,5.059038162231445,0.07415982335805893,0.07523911446332932,5.382491111755371,,,,,
-1.178732991218567,0.08267731219530106,-0.011977601796388626,4.893088340759277,0.054496876895427704,0.10815924406051636,5.126443862915039,1.2884479761123657,-1.0,-1.810927152633667,-0.008119571954011917,0.010013622349969732
-1.2739653587341309,0.10445849597454071,0.03155035898089409,4.6869683265686035,0.03980491682887077,0.06296110898256302,4.925743103027344,,,,,
-1.1847138404846191,0.09599485993385315,0.009362155571579933,4.56373405456543,0.042133014649152756,0.14551511406898499,4.856739044189453,1.1735084056854248,-1.0,-1.8904788494110107,-0.008916919119656086,0.010014538583757735
-1.2158541679382324,0.12467941641807556,0.06464171409606934,4.345597267150879,0.06394146382808685,0.06144587695598602,4.660305500030518,,,,,
-1.207256555557251,0.04188307747244835,0.15991877019405365,4.1862640380859375,0.07402409613132477,0.09370379149913788,4.555793762207031,1.134757161140442,-1.0,-1.8512277603149414,-0.008524654433131218,0.010015447830244812
-1.0833375453948975,0.03703878074884415,0.17991816997528076,4.025959491729736,0.05313821882009506,0.04901557415723801,4.3450703620910645,,,,,
-0.935241162776947,-0.004270127043128014,0.1432059109210968,3.8052380084991455,0.052260931581258774,0.06400895863771439,4.060443878173828,1.1538779735565186,-1.0,-1.5746394395828247,-0.0057552712969481945,0.010016329671507349
-1.169885516166687,0.0864374190568924,0.1749420166015625,3.6146652698516846,0.04388434439897537,0.058233607560396194,3.9781625270843506,,,,,
-1.1945663690567017,0.1790001392364502,0.08286558836698532,3.491457939147949,0.06440670788288116,0.05676959455013275,3.874499797821045,1.1333931684494019,-1.0,-1.652268886566162,-0.00653334055095911,0.010017194330912567
-1.0248931646347046,0.09902651607990265,0.14863210916519165,3.3068699836730957,0.04073600471019745,0.05921007692813873,3.6544747352600098,,,,,
-1.1369317770004272,0.02995094656944275,0.18193402886390686,3.1621055603027344,0.0441720113158226,0.050552912056446075,3.4687154293060303,1.1178123950958252,-1.0,-2.035757064819336,-0.010375379584729671,0.010018073030439325
-1.142508625984192,0.07230779528617859,0.22475862503051758,2.9734315872192383,0.049765970557928085,0.05557401850819588,3.375838041305542,,,,,
-0.9438506364822388,-0.002406051382422447,0.18805909156799316,2.799302339553833,0.05037926137447357,0.0785224512219429,3.1138570308685303,1.0581129789352417,-1.0,-1.7135334014892578,-0.007148229982703924,0.010018940444804756
-0.933280348777771,0.0007265163585543633,0.2660052180290222,2.6606295108795166,0.049403030425310135,0.07997282594442368,3.056736946105957,,,,,
-1.0429410934448242,0.13439354300498962,0.18115797638893127,2.4599294662475586,0.05762308090925217,0.08643756061792374,2.919541597366333,1.1527808904647827,-1.0,-2.066486120223999,-0.010685060173273087,0.010019824267191411
-1.0742052793502808,0.09704294055700302,0.19555020332336426,2.357180595397949,0.04042816162109375,0.07309091091156006,2.7632927894592285,,,,,
-0.961601734161377,-0.022505592554807663,0.2715056538581848,2.17958664894104,0.042539019137620926,0.0539766289293766,2.525102376937866,0.9440664052963257,-1.0,-2.0769081115722656,-0.010790427215397358,0.01002072313584888
-0.9134030342102051,-0.0028482936322689056,0.3190136253833771,2.0183262825012207,0.06866081058979034,0.0834982618689537,2.4866507053375244,,,,,
-0.9429473280906677,0.02951851673424244,0.30243033170700073,1.8950003385543823,0.07129126042127609,0.09937015175819397,2.397610664367676,0.9957347512245178,-1.0,-2.598182439804077,-0.0160149447619915,0.010021663973738276
-0.8862573504447937,0.058455657213926315,0.2989566922187805,1.7882050275802612,0.060781776905059814,0.12932977080345154,2.335728883743286,,,,,
-0.9948601722717285,0.09743800759315491,0.3536533713340759,1.741455078125,0.06093120202422142,0.11174458265304565,2.365222215652466,0.8488075733184814,-1.0,-2.707373857498169,-0.017110727727413177,0.01002264434106799
-0.8271012306213379,0.008534006774425507,0.33149248361587524,1.573427677154541,0.0698857307434082,0.11815857887268066,2.101498603820801,,,,,
-0.8332582712173462,0.011641784571111202,0.38753780722618103,1.5458112955093384,0.07322438806295395,0.11663501709699631,2.134850263595581,0.8917810320854187,-1.0,-2.806774377822876,-0.018108658492565155,0.010023661330319136
-0.993319571018219,-0.042504459619522095,0.35386916995048523,1.3696012496948242,0.07076853513717651,0.11358657479286194,1.8653210401535034,,,,,
